$CUREVAM.1000,"Error -- 1000 called"
S0000016.1020,"Votre travail est accompli %pcn. Le monde
n'est plus tel qu'il était. Ainsi vont les choses.
Oh, et si vous dites ""shut up"" à ma statue de
liche, la porte de ma chambre s'ouvrira.
"
S0000016.1050,"Nulfaga piaille, ""Pas si vite %pcn.
Ne voulez-vous pas voir le résultat de votre travail?
Regardez maintenant dans le Livre du Temps. Lisez
dans ses pages l'histoire de ce qui va se passer dans
les prochains jours. Lisez le destin tel qu'il sera relaté
dans les Parchemins des Anciens - les Elder Scrolls.""
<--->
"
S0000017.1000,"%pcn ! Bienvenue à Sentinel.
Je veux croire que vous avez eu un
séjour agréable jusqu'ici. Laissez-moi aller
directement au fait. Mon fils, le Prince Lhotun,
dit que vous êtes un %ra respectable et
de confiance. J'ai besoin de votre aide.
Je suis prête à vous payer _gold_ pièces
d'or pour infiltrer Castle Wayrest et
retrouver un objet de famille du regretté
Roi Lysandus pour moi. Ferez-vous cela ?
"
S0000017.1001,"Hmmm. Je vais devoir reconsidèrer
votre réputation dans cette cour.
"
S0000017.1002,"Quelle générosité ! Il y a un objet, une
peinture, qui est cachée quelque part
dans Castle Wayrest. Je desire cet
objet pour des raisons que vous n'avez
pas besoin de connaître. Ramenez-la moi
et je vous paierai _gold_ pièces d'or.
"
S0000017.1004,"Voici vos _gold_ pièces d'or, %pcf.
"
S0000017.1010,"%qdt :
 La Reine Akorithi m'a demandé d'infiltrer
 le Castle Wayrest. Quelque part dans ses
 profondeurs se trouve une peinture qu'elle
 désire. Si je peux la lui rapporter,
 elle me payera _gold_ pièces d'or.
"
S0000017.1011,"Cher %pcn,
 
 Votre présence à notre cour est souhaitée
 avant la fin de la saison prochaine.
 Le Prince Lhotun vous a chaudement
 recommandé. J'attends votre venue.
 
Akorithi
Reine de Sentinel
"
S0000017.1012,"Une jeune page arborant les armoiries de
Sentinel vous tend rapidement une enveloppe
fraichement scellée. Ignorant vos questions,
elle se retourne et s'en va.
"
S0000017.1013,"Plus vous la fixez, plus l'image dans
la peinture semble bouger.
Vous arrachez votre regard avant que
quelque chose de pire ne se produise.
"
S0000017.1015,"La scène dans la peinture bouge et se
tord. Vous voyez clairement l'intérieur
d'une tente. Plusieurs hommes dans les écuries
de Wayrest débatent vivement avec un homme
vêtu d'un manteau aux armes de Daggerfall.
Un des hommes de Wayrest se glisse derrière
l'homme de Daggerfall, sort un poignard et
lui plante froidement entre les côtes.
L'image s'estompe alors que la vie
s'échappe de son corps.
"
S0000017.1020,"Avez-vous essayé d'utiliser la peinture ?
"
S0000017.1021,"Excellent. Ses propriétés sont
inappropriées pour ceux qui ne sont pas
de sang royal. Vous vous êtes montré non
seulement loyal, mais également obeissant.
"
S0000017.1022,"Vous prenez un risque, %pcn.
Ce que vous avez vu n'est pas destiné
aux yeux de tout le monde. Cela concerne
les affaires royales et sera règlé par
la royauté.
<--->
"
S0000018.1000,"Ainsi Medora veut la Poussière du Repos Eternel.
 Je ferai cela uniquement par respect pour la
 mémoire du Roi Lysandus. La Poussière peut être
 trouvée à ___crypt_ sur sa
 propre île. Dites à Medora que le prix sera son
 soutien à ma revendication pour le coeur.
 Elle comprendra ce que cela signifie.
"
S0000018.1010,"%qdt :
 Medora m'est apparue dans une vision et m'a dit
 que le fantôme de Lysandus pourrait être apaisé si je
 pouvais convaincre Gortwog, Seigneur des Orcs à
 Orsinium, de me dire où se trouve son corps.
"
S0000018.1011,"%qdt :
 J'ai parlé avec Gortwog. Il prétend que la
 Poussière du Repos Eternel peut être trouvée
 à ___crypt_ sur l'Ile de
 Balfiera. Il m'a également demandé de dire
 à Medora qu'elle doit soutenir sa revendication pour
 le coeur de Tiber Septim, quoi que cela puisse être.
"
S0000018.1015,"Votre vision se trouble et le monde s'assombrit.
 De la brume, le visage d'une femme apparait.
 Medora !
 
 ""%pcf. Vos efforts pour me libérer
 n'ont pas été vains. J'ai découvert une
 poudre qui apaisera le fantôme de mon
 bien-aimé Lysandus. Toutefois, elle est entre
 les mains de Gortwog, Chef de Guerre des Orcs,
 dans sa citadelle d'acier d'Orsinium. Allez le voir
 à Orsinium et voyez s'il y a un moyen de le
 convaincre de vous la donner. Ramenez-moi la
 poudre à la Tour Direnni une fois que vous l'aurez"".
 
 La vision s'estompe. Parfois vous souhaiteriez
 que les sorcières envoient simplement une lettre
 comme tout le monde.
"
S0000018.1016,"Un paquet d'une poudre noire comme la nuit."
S0000018.1020,"Ce parchemin a été utilisé pour envelopper le
 paquet de poudre. Une partie du message est
 maintenant illisible.
 
 Lady Med...
<--->

 ...faveur. Ils prévoient de l'assassiner. J'envoie
  ........ers pour les arrêter. Vous devez me
 soutenir. Si l'empire découvre que j'ai
 attaqué les conseillers royaux de Wayr......vé
 qu'ils sont des assassins, mon peuple ne gagnera
 jamais le même statut et respect que les
 Khaji................iens. Cependant, avec
 votre soutien, je p............. un héros de
 l'empire, et gagner le respect pour mon peuple.
 
 Gortwog
<--->
Seigneur de g...
"
S0000018.1030,"C'est bien la Poussière du Repos Eternel.
 Concernant cette lettre, c'est Gortwog qui me l'avait
 envoyée, bien que je ne l'ai jamais reçue. Plus tard,
 il m'a appris que ses guerriers orcs avaient été
 massacrés en tentant d'intercepter les assassins.
 Gortwog et ses orcs ne sont pas les méchants que
 la plupart des gens semblent penser.
 
 Eadwyre et la cour de Wayrest n'ont jamais
 été particulièrement loyaux envers l'empire.
 Assassiner un roi est une trahison. J'aurai ma
 vengence, mais auparavant je dois découvrir
 pourquoi Eadwyre prendrait un tel risque.
 
 Il me faudra un mois pour préparer la Poussière.
 Revenez me voir à ce moment-là, et je vous la
 donnerai, avec des instructions pour son utilisation.
<--->
"
S0000020.1000,"Ainsi Morgiah dit que Gortwog a la lettre de
 l'Empereur. Très intéressant. Je pense que j'ai
 un moyen pour que Gortwog renvoie cette lettre.
 Acceptez-vous de braver les profondeurs
 d'Orsinium pour essayer de la récupérer ?
"
S0000020.1001,"De toute évidence, vous n'êtes pas aussi loyal envers
 l'Empire que je le pensais. Hors de ma vue.
"
S0000020.1002,"Gortwog veut absolument être reconnu
 par l'Empire. Cela signifierait le début de
 la paix entre les orcs et les autres races
 de l'empire. Présentez cette lettre à
 Gortwog. J'espère que cela le convaincra
 de coopérer.
"
S0000020.1010,"%qdt :
 Mynisera, Reine Mère du Roi Gothryd
 de Daggerfall, m'a demandé de récupérer
 la lettre volée que lui avait envoyée l'empereur.
 Je dois me rendre au Hall d'Orsinium à Orsinium,
 et donner à Gortwog, le seigneur de guerre des
 Orcs, une lettre de sa part.
"
S0000020.1015,"Ainsi, Mynisera cherche à m'attendrir.
 Bah ! Sa lettre n'a plus d'importance à
 mes yeux. Elle peut l'avoir. Cependant, mes
 hommes ne seront peut-être pas aussi
 indulgents envers un %ra errant
 dans les couloirs d'Orsinium.
 Si vous survivez dans mon royaume et
 que vous trouvez la lettre, vous pouvez
 la lui rapporter. De plus, je vous considérerai
 comme un digne %ra.
"
S0000020.1020,"Seigneur Gortwog,
 Roi des Orcs,
 Seigneur de guerre des Royaumes Souterrains
 
    Salutations et longue vie au Roi Gortwog.
 Depuis longtemps, vous et le peuple des Orcs avez
 recherché la reconnaissance formelle de la part de
 l'Empire. Mon défunt mari, le Roi Lysandus, a soutenu
 votre revendication pour un gouvernement souverain.
 A présent, je vais aider votre cause. Par malheur, une
 missive sans importance de l'empereur a été égarée.
 Afin d'obtenir pour de bon la confiance et l'oreille de
 l'Empereur Uriel Septim, je dois vous réclamer cette note.
 Si vous pouviez remettre cette insignifiante lettre dans
 les mains de mon serviteur, je serais en bien meilleure
 position pour dafendre votre revendication auprès de
 l'Empereur et de sa cour.
 
 La Reine Douairière Mynisera,
 Reine Mère du Roi Gothryd de Daggerfall
"
S0000020.1021,"Reine Mynisera,
 
    J'ai de graves nouvelles. Le Totem de Tiber Septim
 a été trouvé. Vous savez ce que cela signifie.
 La puissance derrière Tiber Septim pourrait être lâchée
 sur Tamriel à nouveau. Des rumeurs disent que Lord
 Woodborne, un petit seigneur de Wayrest, l'aurait en sa
 possession. Nul doute qu'il le ""perdra"" très bientôt.
 Vous devez le persuader de vous le confier, à vous ou
 à Lady Brisienna. La cour de Wayrest n'a aucune affection
 pour le Roi Lysandus, mais vous avez encore de l'influence
 là-bas. Je vous demande de l'utiliser en mon nom.
 
 Uriel Septim
 Empereur de Tamriel
"
S0000020.1030,"%pcf, cette lettre est dangereuse.
 Gortwog en a certainement vendu des copies à tout
 le monde depuis Wayrest jusqu'à l'Underking.
 Après tout, si les puissances de la Baie d'Iliac se trouvent
 entrainées dans une guerre pour le Totem, il peut avoir
 beaucoup à y gagner.
 
 Partez maintenant. Vous avez fait votre travail. Je suis
 certaine que le Totem trouvera son chemin dans votre vie
 d'une manière ou d'une autre. Vous semblez avoir un talent
 pour ces choses-la. Souvenez-vous seulement que seul
 l'Empereur est un maître sûr pour le Totem.
"
S0000020.1040,"Vous ignorez toujours où se trouve la lettre
 de l'Empereur. Revenez quand vous le saurez.
<--->
"
S0000021.1000,"%pcf, je suis si heureux que vous
 ayez répondu à ma lettre. J'espère que mon
 messager a été aimable. Vous avez été un serviteur
 loyal dans le passé. Pas aussi loyal que mes
 mort-vivants, mais bien plus réactif.
 Ce dont j'ai besoin besoin se trouve au plus
 profond de Castle Sentinel, et la récompense est un
 savoir que seule les morts peuvent apporter.
 Acceptez-vous ?
"
S0000021.1001,"Vous devez avoir de forts sentiments pour
la Reine Akorithi. Quel dommage.
"
S0000021.1002,"Comme c'est amusant. Je cherche la
réponse à une question. Elle n'existe pas
parmi les vivants, mais pourrait exister parmi
les morts. Je veux que vous me rameniez
le fantôme du Prince Karolis, l'arrière-grand-père
de feu le Roi Camaron de Sentinel. Karolis était
un sorcier de petite envergure. A présent c'est une
liche dans les entrailles du Château.
Je vous donne un _scarab_ spécial.
S'il se trouve près de lui lorsque vous détruirez
son enveloppe charnelle, son ame sera enfermée
dans le _scarab_. Ramenez-le moi, et je vous raconterai
une histoire que peu de mortels ont entendue.
"
S0000021.1004,"Bien joué %pcf. Je suis sûr que le
prince sera très coopératif. Veuillez
accepter ce _magicitem_ comme
marque de mon estime. De plus, j'ai décidé
qu'il était temps que quelqu'un n'appartenant
pas à la lignée de Tiber Septim connaisse la
vérité à propos de l'Underking. Comme vous le savez,
Tiber Septim fut le premier empereur de Tamriel.
Vers la fin de ses guerres de conquête, il trahit
son Guerrier Mage, Zurin Arctus. Quand Zurin
mourut, son âme refusa de quitter son corps.
Cela a un rapport avec le mystérieux Numidium.
Depuis ce moment, Zurin Arctus a continué de
vivre en tant que l'Underking.

L'Underking et ses sbires sont une plaie pour
moi depuis des siècles. Rappelez-vous, si jamais
l'Underking récupérait son corps mortel, il précipiterait
sûrement Tamriel tout entier dans la guerre.
"
S0000021.1010,"%qdt :
 Le Roi des Vers a promis de me dire de sombres
 secrets si je rapporte l'esprit d'une liche. Pas
 n'importe quelle liche, mais l'ancien Prince Karolis
 de Sentinel qui hante les donjons du château royal.
 Je dois détruire son corps en tenant un _scarab_
 spécial qui enfermera l'âme du Prince Karolis.
"
S0000021.1011,"Epinglé dans la chair en décomposition du
zombie, vous apercevez le message suivant :

%pcn,
 
 Je serais honoré si vous me rendiez visite
 dans ma demeure lorsque vous le souhaiterez.
 J'ai une petite affaire pour laquelle vous
 convenez parfaitement. Comme toujours, mes
 serviteurs testeront votre courage. Vous pouvez
 les traiter comme bon vous semblera. Ils peuvent
 être ressuscités sans fin.
 
 Le Roi des Vers,
 Maitre du Tertre de Scourg
"
S0000021.1012,"Le scarabée que vous a donné le Roi des Vers.
<--->
"
S0000022.1001,"Je pensais vous avoir dit que cela
prendrait un mois. La poudre n'est pas
encore prête. Revenez plus tard.
"
S0000022.1002,"La poudre est prête. Tout ce que vous avez
à faire, c'est la répandre sur son vrai corps.
Je dois vous mettre en garde. Cela ne permettra
pas à son ombre de trouver le repos, mais ça
l'apaisera suffisamment pour vous permettre
d'avoir une chance de lui parler. C'est à
Lysandus de choisir l'exorcisme final.

J'ignore où il a été enterré. Je sais que
ce n'est pas sur le champ de bataille de
Cryngaine où a été érigé ce monument à
son nom. Si vous parvenez à lui parler...
pourriez-vous lui dire que je l'aime toujours.
La mort ne sera plus un obstacle pour nous
bien longtemps.
"
S0000022.1010,"%qdt:
 Medora m'a dit que cela lui prendra
 un mois pour préparer la Poussière.
 Quand ce délai sera écoulé je pourrai
 aller la retrouver chez elle dans
 la Tour Direnni.
"
S0000022.1011,"%qdt:
 Medora m'a donné une poudre qui apaisera
 l'esprit de Lysandus. Cependant, cela ne
 permettra pas à son ombre de reposer,
 seulement de la calmer. A présent, je n'ai plus
 qu'à trouver sa tombe et utiliser la poudre.
<--->
"
S0000100.1015,"La Reine Akorithi nous a envoyés pour vous
soulager d'un lourd fardeau. Le Totem doit
tre un tel poids dans votre esprit. Quel
dommage que vous n'ayez pas davantage
tenteé de rester dans ses bonnes grâces.
Elle nous a également ordonné de vous
tuer. Sans temoin bien sûr.
<--->
Nous sommes ici pour vous tuer %pcn.
Rien de personnel. Nous voulons juste
le Totem et vous êtes sur notre chemin.
<--->
"
S0000101.1015,"Le Roi Eadwyre nous a envoyés pour vous tuer
et lui ramener le Totem. Préparez-vous à
mourir, %pcn.
<--->
Nous voulons le Totem. En réalité, pour être
précis, la Reine Barenziah veut le Totem.
Elle accepte de vous payer en vous offrant
une mort rapide, plutôt que lente.
<--->
Vous avez dû faire de mauvaises affaires
avec Wayrest. Ils nous ont envoyés pour vous
assassiner et leur ramener le Totem.
<--->
"
S0000102.1015,"Gortwog dit que vous devez mourir. Nous
pouvons garder tout votre équipement sauf
le Totem, qui est son butin.
<--->
Vous autres les %ra n'avez jamais
accordé aux orcs le respect qui leur est dû.
Ce sera un plaisir de vous tuer pour le Roi
Gortwog et de lui rapporter le Totem.
<--->
Le Roi Gortwog dit que vous êtes un
%ra indigne de confiance. Je dois
vous tuer et lui ramener le Totem.
<--->
"
S0000103.1015,"Nul ne peut défier le Roi des Vers et
vivre pour le raconter. Vous lui avez
refusé le Totem de Tiber Septim.
Par conséquent je vais vous tuer et le
lui rapporter.
<--->
Je vais prendre le Totem et boire dans
vos veines ce soir. Rendez-vous et cela
sera presque sans douleur.
<--->
Le King of Worms veut le Totem.
Puisqu'il n'a aucune raison de croire
que vous pourriez le lui donner de votre
plein gré, je suis ici pour vous tuer.
<--->
"
S0000104.1015,"L'Underking veut le Totem.
Vous devez mourir.
<--->
Vous n'avez montré aucune loyauté envers
l'Underking. Par conséquent vous devez
mourir pour qu'il ait le Totem.
<--->
Je suis venu pour le Totem de Tiber
Septim. Vous allez rejoindre les rangs
des morts.
<--->
"
S0000977.1000,""
S0000977.1001,""
S0000977.1002,""
S0000977.1003,""
S0000977.1004,""
S0000977.1005,"Les fantômes hantent les rues de Daggerfall.
<--->
Ne vous baladez pas dans les rues de
Daggerfall pendant la nuit.
<--->
Le fantôme du Roi Lysandus hante son ancienne capitale durant la nuit.
Personne ne sait pourquoi.
"
S0000977.1006,""
S0000977.1007,""
S0000977.1008,""
S0000977.1009,"<--->
"
S0000988.1010,"Cher %pcf,
 
 Vous n'avez probablement jamais entendu parler de
 l'histoire fantastique de Numidium, mais il le faut.
 
 La légende remonte aux premières heures du troisième âge.
 
 Numidium était sensé être un géant si grand que
 ses mains pouvaient frapper les lunes dans le ciel. Je ne
 me rappelle plus, d'après les histoires, si Numidium était
 supposé être bon ou mauvais, mais les contes me faisaient
 peur quand j'étais enfant.
 
 En fait, les légendes sont vraies. Il y a eu un
 Numidium, et, si les choses continuent, il reviendra.
 Le Totem de Tiber Septim sert à contrôler Numidium.
 Cependant, la légende dit que le grand Numidium
 perdit son coeur de Mantellan, quoi que ce fut, lors
 de la bataille finale contre le Battlemage de Tiber
 Septim. Jusqu'à ce que son coeur soit retrouvé,
 le Totem est inutilisable.
 
Un Ami
"
S0000988.1011,"Cher %pcf,
 
 Numidium était l'arme secrète de Tiber Septim dans sa
 quête du pouvoir suprême : un automate de mille pieds de
 haut, un golem ou une sorte d'atronach tirant sa puissance
 d'une gemme appelée le Mantella. Le Mantella fut impregné
 de l'énergie vitale du Battlemage Imperial de Tiber
 Septim, et avec lui Septim écrasa tous ceux qui se
 mettaient sur son chemin.
 Après la défaite totale de tous ses adversaires, Septim
 commenca à utiliser Numidium pour écraser les familles
 royales neutres de Tamriel afin de pouvoir introniser
 uniquement des personnes qu'il savait être loyales. Son
 Battlemage Imperial fut furieux de cet usage de sa
 création, et se battit pour récupérer le Mantella.
 Durant la bataille qui s'ensuivit, la créature et le
 créateur furent vaincus tous les deux : le coeur qu'ils
 partagaient fut ejecté de cette réalité vers le néant
 qu'on appelle Aetherius. Le corps de Numidium fut
 éparpillé aux quatre coins de Tamriel et le Battlemage
 Imperial, sans son énergie vitale, sombra dans une
 semi-somnolence dans une place forte souterraine.
 Durant les siècles qui suivirent, les soldats d'élite
 de l'Empereur, génération après génération, collectèrent
 les pièces du Numidium et leur groupe devint fameux
 en tant que ""Les Lames"". Le Battlemage Imperial de Tiber
 Septim fut connu sous le nom d'Underking, et il envoya ses
 forces au dehors pour retrouver le Mantella.
 
 Soyez averti, cependant. Ceux qui recherchent le Totem de
 Tiber Septim recherchent le mécanisme utilisé par le
 premier Empereur de Tamriel pour contrôler Numidium. Si
 Numidium devait revenir, celui ou celle qui détient le
 Totem contrôlera le sort de Tamriel.
 
Un ami
<--->
"
S0000988.1012,"Cher %pcf,
 
 Je dois vous parler du Totem de Tiber Septim, que
 tous convoitent. Vous devez savoir la vérité
 sur ce que l'on vous demande.
 
 Le Totem fut façonné par le premier Battlemage Imperial de
 Tamriel, à la demande de Tiber Septim. C'est
 essentiellement un moyen de contrôler une créature
 gigantesque appelée le Numidium. Sans cela, le Numidium ne
 fonctionnerait simplement pas. Le Battlemage Imperial a
 mis une sécurité sur le Totem afin que quiconque tentant
 de l'utiliser soit immédiatement tué s'il n'est pas
 de la lignée de Septim ou ne ne possède pas une
 affinité supernaturelle particulière, comme lui. Le Totem,
 avec le reste de Numidium, fut perdu durant la bataille
 épique entre le Battlemage Imperial et sa propre création.
 
Un ami
"
S0000988.1020,"Un jeune page s'approche, souriant en vous reconnaissant,
et ne vous demande pas votre nom avant de vous tendre une
lettre qui vous est adressée. A toutes vos questions, il
répond simplement par un regard vide et un sourire.
<--->
On vous glisse une lettre dans la main. Vous vous retournez
pour voir qui vous l'a donnée. Vous apercevez un coursier
qui disparait dans la foule.
<--->
Un page s'avance en disant ""Une lettre pour vous
%pcn,"" et vous tend un message.
<--->
Un coursier se dirige vers vous avec une lettre en main.
""On m'a dit de remettre cette lettre à quelqu'un
correspondant à votre description,"" dit-il.
Alors que vous prenez la lettre, le coursier
se retourne et s'en va rapidement.
<--->
En cherchant dans votre sac quelque chose à manger,
vous découvrez une lettre. Elle n'était pas là auparavant.
<--->
Un coursier au visage rouge vous fais sursauter en criant
""Une lettre pour %pcn! Hey, ça doit être vous.
Voilà, prenez cela. Faut que j'y aille.
D'autres livraisons à faire.
<--->
"
S0000999.1000,"Error: Questtext 1000 called on MAIN.Q
"
S0000999.1001,"Error: Questtext 1001 called on MAIN.Q
"
S0000999.1002,"Error: Questtext 1002 called on MAIN.Q
"
S0000999.1003,"Error: Questtext 1003 called on MAIN.Q
"
S0000999.1010,"%qdt :
 Ma mission au service de l'Empereur est
 d'enquêter sur les ténèbres qui entourent le Roi
 Lysandus. Son esprit hante la ville de Daggerfall.
 L'Empereur en personne m'a confié la charge de
 rendre la paix à son âme.
       Il est également question d'une lettre qu'il a
 envoyée à la Reine de Daggerfall. Si je pouvais
 découvrir ce qu'il est advenu de cette lettre, il
 m'en serait très reconnaissant.
       Avant d'accoster à Daggerfall, une tempête
 soudaine a fait chavirer le bateau. Je m'en suis
 tiré de justesse à l'intérieur de cette caverne.
"
S0000999.1011,"%qdt :
 J'ai rencontré Lady Brisienna dans une taverne.
 Elle m'a dit que les trois principales puissances de
 la Baie d'Iliac étaient Daggerfall, Wayrest, et Sentinel.
 Si je compte enquêter sur le mystère du fantôme de
 Lysandus, je devrais commencer par aller parler
 avec les familles royales de ces royaumes.
"
S0000999.1026,"Vous êtes abordé par un jeune page qui sourit
en vous reconnaissant et, sans vous demander
votre nom, vous remet une lettre qui vous est
adressée. A toutes vos questions il se contente
de répondre par un regard vide et un sourire.
<--->
On vous glisse une lettre dans la main. Vous vous
retournez pour voir qui vous l'a donnée. L'espace
d'un instant, vous entr'apercevez une personne
en livrée qui disparait dans la foule.
<--->
Un page s'approche et dit ""Une lettre pour
vous, %pcn."" en vous tendant un pli.
<--->
Un courrier s'avance vers vous une lettre
à la main. ""On m'a demandé de remettre
cette lettre à quelqu'un correspondant à
votre description"", dit-il. Dès que vous la
prenez, le courrier se retourne et s'éloigne
rapidement.
<--->
Cherchant dans votre sac après quelque
chose à manger, vous apercevez une lettre.
Elle n'était pas là auparavant.
<--->
Un courrier au visage rouge vous fait sursauter
en criant : ""Une lettre pour %pcn ! Eh, ça doit
être vous. Voilà, prenez ceci. Je dois y aller.
D'autres livraisons à faire.""
"
S0000999.1031,"%pcn, j'ai spécialement pensé
à vous pour un travail. Cependant, pour être
franc, vous devez déjà prouver votre loyauté
envers moi. Je ne sais pas si je peux vous faire
confiance. Je vous observerai dans vos faits
et votre conduite avec les autres membres
de ma cour et de ma famille.
Cela me dira si vous êtes la personne appropriée.
<--->
Votre bravoure et votre compétence sont
au-delà de tout reproche. Si j'étais sûr de
pouvoir vous faire confiance, je vous enverrais
sur une mission particulièrement sensible.
Revenez me voir lorsque vous aurez
montré que je peux vous faire confiance.
"
S0000999.1032,"%pcn, j'ai un travail particulier
pour vous. Cependant, je signerais
votre mort en vous la confiant de suite.
Lorsque vous serez plus compétent
revenez me voir, et alors, je pourrai
peut-être vous la confier.
<--->
C'est vraiment dommage, %pcf.
J'ai une mission spéciale qui requiert
quelqu'un en qui je puisse avoir confiance,
comme vous. Cependant, cette personne
doit réellement posséder des capacités
de survie. Revenez me rendre visite
lorsque vous aurez un peu plus amélioré
vos compétences.
"
S0000999.1033,"%pcn, t'es justement la personne
qui pourrait m'aider. Mais j'peux pas
encore t'faire confiance.
Si j'entends causer que t'es un
%ra comme il faut, p'tet que tu
pourras revenir et me demander à nouveau.
"
S0000999.1034,"J'pourrais sur'ment utiliser ton aide %pcn.
Mais t'es pas encor' assez costaud pour
c'que j'ai en têt'. Quand tu s'ras meilleur
r'viens m'voir.
"
S0000999.1035,"J'ai une tâche délicate qui peut nécessiter
votre savoir-faire. D'abord, vous devez faire vos
preuves. Revenez à moi lorsque vous aurez
gagné la confiance qu'il faut pour me servir.
"
S0000999.1036,"Vous êtes digne de confiance, comme je le sais.
Cependant, pour être franc, vous n'êtes pas
compétent. Puissiez-vous obtenir de meilleures
capacités et devenir un implacable opposant,
je pense que je pourrais alors vous donner
quelque travail très intéressant.
"
S0000999.1040,"%pcn,
 
    Remerciements et salutations. J'espère que vous
 avez fait un agréable voyage. On raconte que vous vous
 intéressez vivement au fait que Daggerfall soit hantée.
 Mon père et le Roi Lysandus étaient très proches.
 Si vous deviez me rendre visite, je serais capable
 de faire la lumière sur certains évènements récents
 impliquant Lysandus.
 
Prince Lhotun,
Castle Sentinel
"
S0000999.1041,"Cher %pcf,
 
    Mes yeux et oreilles à l'étranger disent que
 vous êtes intéressé par le destin d'une certaine
 lettre. Aucun empereur ne devrait être si peu
 précautionneux, ni aucune reine.
 Vous devriez vraiment me rendre visite
 à Castle Wayrest. Je connais quelques potins des
 plus intéressants que, j'en suis sûre, vous
 seriez très heureux d'entendre.
 
-- Morgiah
Princesse de Wayrest
<--->
"
STARTFIN.1000,"Démarrer la Quête Finale ?
"
STARTFIN.1001,"Revenez lorsque vous serez prêt.
"
STARTFIN.1002,"Désolé pour les problèmes.
Vous allez être téléporté au
Mantellan Crux pour la quête finale.
Comme légère compensation, vous gagnerez
+5 en réputation avec la faction à partir de
laquelle vous avez démarré cette quête.
"
STARTFIN.1004,"Démarrage terminé.
Encore une fois, désolé pour ce problème.
"
STARTFIN.1005,""
STARTFIN.1006,""
STARTFIN.1007,""
STARTFIN.1008,"<--->
"
STARTFIX.1000,"Démarrer la Quête Principale ?
"
STARTFIX.1001,"Revenez lorsque vous serez prêt.
"
STARTFIX.1002,"Désolés pour les problèmes, le jeu devrait
maintenant s'exécuter normalement, et vous
recevrez la lettre d'ici 7 a 14 jours.
Comme légère compensation, vous gagnerez
+5 en réputation avec la faction à partir de
laquelle vous avez démarré cette quête.
"
STARTFIX.1003,"Error: Questtext 1003 called on BRISIEN.Q
"
STARTFIX.1005,"Les prophètes disent que ce qui n'a pas été réclamé le sera bientôt.
<--->
Lady Brisienna attends quelqu'un à _dirtypit_ à __dirtypit_.
<--->
C'était une terrible tempête. Créée par magie, disent la plupart des gens.
<--->
Lady Brisienna a emménagé à _dirtypit_ à __dirtypit_.
"
STARTFIX.1006,"Lady Brisienna a quitté _dirtypit_ en marmonant
à propos de traitres envers l'Empire.
"
STARTFIX.1007,"Lady Brisienna a quitté _dirtypit_. Elle a dû
trouver la personne qu'elle cherchait.
"
STARTFIX.1008,"J'espère que votre enquête progresse bien, %pcf.
 
-- Lady B.
"
STARTFIX.1011,"%qdt:
 J'ai rencontré Lady Brisienna dans une taverne. Elle m'a
 dit que les trois puissances majeures de la baie d'Iliac
 sont Daggerfall, Wayrest, et Sentinel. Si je dois
 enquêter sur le mystère du fantôme de Lysandus,
 je devrais commencer par parler aux familles royales
 de ces fiefs.
"
STARTFIX.1012,"Lady Magnessen ? Elle est l'émissaire des Blades à Daggerfall.
<--->
Lady Magnessen est régulièrement présente à la cour du Château Daggerfall.
<--->
Lady Magnessen était autrefois au service de Mynisera, lorsqu'elle était Reine.
"
STARTFIX.1013,"Lady Magnessen a jadis travaillé pour la Reine Mère, mais toujours pour le compte de l'Empereur.
<--->
Lady Magnessen est la soeur du Grand Chevalier, chef des Blades.
<--->
J'ai entendu dire que Lady Magnessen avait été accusée d'espionnage. A l'heure qu'il est, personne ne sait où elle se trouve.
"
STARTFIX.1015,"Ah, merci de répondre à ma lettre,
%pcf. Je suis Lady Brisienna. Laissez-moi
vous mettre au courant des faits. Le spectre du
Roi Lysandus hante les rues de Daggerfall la
nuit. Inutile d'essayer de communiquer avec lui.
Parfois il gémit le mot ""Vengence"", mais c'est le seul
mot cohérent que je l'ai jamais entendu prononcer.
Si jamais vous venez à Daggerfall, ne trainez pas
dans la ville la nuit. Vous seriez certain de vous
faire attaquer par ses légions de fantômes.
 
Il serait probablement plus efficace de rechercher
ceux qui ont pu faire du tort à Lysandus
afin de trouver la cause de ses tourments.
J'ignore si la famille royale de Daggerfall ou
d'autres personnes méritent d'être soupçonnées
plus particulièrement. Les puissances majeures de
la Baie, Sentinel, Wayrest, et Daggerfall peuvent
être de bons endroits pour commencer.
(à suivre...)
"
STARTFIX.1016,"En ce qui concerne la lettre, l'agent de l'Empereur
affirme qu'il n'a pas pu la remettre en main-propre
à la Reine à cause de la guerre. Il a embauché
un courrier qui est sensé l'avoir livrée à sa place.
Nous ignorons jusqu'au nom de ce courrier.
Evidemment, nous n'avons que peu d'informations
là-dessus, mais ca vaudrait le coup de voir si la
lettre est vraiment arrivée à Château Daggerfall.
La façon de vous y prendre pour accomplir cela
ne regarde que vous. Je vous contacterai si
nous obtenons de nouvelles informations.
 
Je suis sur le point de quitter Daggerfall. Mon
poste ici à été compromis et ma vie est menacée.
Ne prononcez pas mon nom à la cour. Cela
vous causerait plus de mal que de bien. Bonne
chance, et surveillez vos arrières, %pcf.
"
